PC	var_explained
1	0.23494
2	0.18565
3	0.13303
4	0.07087
5	0.05904
6	0.04915
7	0.03573
8	0.03203
9	0.03128
10	0.02445
11	0.02106
12	0.01946
13	0.01487
14	0.01365
15	0.01295
16	0.01045
17	0.00794
18	0.0067
19	0.00592
20	0.00468
21	0.00438
22	0.00362
23	0.00314
24	0.00304
25	0.00261
26	0.00215
27	0.00177
28	0.00128
29	0.00121
30	0.00091
31	0.00067
32	0.00051
33	0.00039
34	0.00019
35	0.00011
36	8e-05
37	5e-05
38	3e-05
39	0
