FOODCODE	F_CITMLB	F_OTHER	F_JUICE	F_TOTAL	V_DRKGR	V_REDOR_TOMATO	V_REDOR_OTHER	V_REDOR_TOTAL	V_STARCHY_POTATO	V_STARCHY_OTHER	V_STARCHY_TOTAL	V_OTHER	V_TOTAL	V_LEGUMES	G_WHOLE	G_REFINED	G_TOTAL	PF_MEAT	PF_CUREDMEAT	PF_ORGAN	PF_POULT	PF_SEAFD_HI	PF_SEAFD_LOW	PF_MPS_TOTAL	PF_EGGS	PF_SOY	PF_NUTSDS	PF_LEGUMES	PF_TOTAL	D_MILK	D_YOGURT	D_CHEESE	D_TOTAL	OILS	SOLID_FATS	ADD_SUGARS	A_DRINKS
21105130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
21301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34	0	0	0	0	0	3.34	0	0	0	0	3.34	0	0	0	0	0	4.4	0	0
21302000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11	0	0	0	0	0	3.11	0	0	0	0	3.11	0	0	0	0	0	10.87	0	0
21304000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16	0	0	0	0	0	3.16	0	0	0	0	3.16	0	0	0	0	0	9.68	0	0
21304110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24	0	0	0	0	0	2.24	0	0	0	0	2.24	0	0	0	0	0	35.75	0	0
21304120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16	0	0	0	0	0	3.16	0	0	0	0	3.16	0	0	0	0	0	9.68	0	0
21304200	0	0	0	0	0	0.04	0	0.04	0	0	0	0	0.04	0	0	0	0	1.55	0	0	0	0	0	1.55	0	0	0	0	1.55	0	0	0	0	0	26.54	2.28	0
21304210	0	0	0	0	0	0.04	0	0.04	0	0	0	0	0.04	0	0	0	0	1.55	0	0	0	0	0	1.55	0	0	0	0	1.55	0	0	0	0	0	26.54	2.28	0
21304220	0	0	0	0	0	0.04	0	0.04	0	0	0	0	0.04	0	0	0	0	2.21	0	0	0	0	0	2.21	0	0	0	0	2.21	0	0	0	0	0	7.41	2.28	0
21305000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22	0	0	0	0	0	3.22	0	0	0	0	3.22	0	0	0	0	0	7.99	0	0
21401000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	3.5	0	0	0	0	3.5	0	0	0	0	0	0	0	0
21401110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	3.5	0	0	0	0	3.5	0	0	0	0	0	0	0	0
21401120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
21401400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45	0	0	0	0	0	3.45	0	0	0	0	3.45	0	0	0	0	0	2.27	0	0
21407000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34	0	0	0	0	0	3.34	0	0	0	0	3.34	0	0	0	0	0	4.4	0	0
21407110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
21407120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34	0	0	0	0	0	3.34	0	0	0	0	3.34	0	0	0	0	0	4.4	0	0
21410000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34	0	0	0	0	0	3.34	0	0	0	0	3.34	0	0	0	0	0	4.4	0	0
21410110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47	0	0	0	0	0	3.47	0	0	0	0	3.47	0	0	0	0	0	0.93	0	0
21410120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34	0	0	0	0	0	3.34	0	0	0	0	3.34	0	0	0	0	0	4.4	0	0
21416000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15	0	0	0	0	3.15	0	0	0	0	3.15	0	0	0	0	0	10.7	0	0
21416110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15	0	0	0	0	3.15	0	0	0	0	3.15	0	0	0	0	0	10.7	0	0
21416120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31	0	0	0	0	3.31	0	0	0	0	3.31	0	0	0	0	0	6.23	0	0
21416150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31	0	0	0	0	3.31	0	0	0	0	3.31	0	0	0	0	0	6.23	0	0
21417100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47	0	0	0	0	0	3.47	0	0	0	0	3.47	0	0	0	0	0	0.88	0	0
21417110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0	0	0	3.1	0	0	0	0	3.1	0	0	0	0	0	11.2	0	0
21417120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47	0	0	0	0	0	3.47	0	0	0	0	3.47	0	0	0	0	0	0.88	0	0
21420100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22	0	0	0	0	0	2.22	0	0	0	0	2.22	0	0	0	0	0	21.96	0	0
21500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17	0	0	0	0	0	2.17	0	0	0	0	2.17	0	0	0	0	0	13.35	0	0
21500100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	3.2	0	0	0	0	3.2	0	0	0	0	0	8.39	0	0
21500310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15	0	0	0	0	0	3.15	0	0	0	0	3.15	0	0	0	0	0	9.89	0	0
21601000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0	2.55	0	0	0	0	2.55	0	0	0	0	0	27.69	0	0
21601010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26	0	0	0	0	2.26	0	0	0	0	2.26	0	0	0	0	0	35.83	0	0
21602000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0.64	0
21602010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17	0	0	0	0	3.17	0	0	0	0	3.17	0	0	0	0	0	10.15	0.58	0
21602100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54	0	0	0	0	2.54	0	0	0	0	2.54	0	0	0	0	0	18.91	2.14	0
21701000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65	0	0	0	0	0	2.65	0	0	0	0	2.65	0	0	0	0	0	0	0	0
21701010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65	0	0	0	0	0	2.65	0	0	0	0	2.65	0	0	0	0	0	0	0	0
21701020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65	0	0	0	0	0	2.65	0	0	0	0	2.65	0	0	0	0	0	0	0	0
22000100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22000110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22000120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22000210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22000220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22000300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12	1.12	2.29	0	0	0	0	0	2.29	0.21	0	0	0	2.5	0	0	0	0	5.66	1.34	0.32	0
22000310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12	1.12	2.24	0	0	0	0	0	2.24	0.21	0	0	0	2.45	0	0	0	0	5.66	2.93	0.32	0
22000320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12	1.12	2.29	0	0	0	0	0	2.29	0.21	0	0	0	2.5	0	0	0	0	5.66	1.34	0.32	0
22001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	3.5	0	0	0	0	3.5	0	0	0	0	0	0.82	0	0
22002000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05	0	0	0	0	0	3.05	0	0	0	0	3.05	0	0	0	0	0	12.56	0	0
22002100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0.71	2.18	0	0	0	0	0	2.18	0	0	0	0	2.18	0.03	0	0	0.03	7.28	9.52	0.2	0
22002800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54	0	0	0	0	2.54	0	0	0	0	2.54	0	0	0	0	0	18.91	2.14	0
22101000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22101010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22101020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22101100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22101110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22101120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22101130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.64	3.02	0	0	0	0	0	3.02	0	0	0	0	3.02	0	0	0	0	0	2.09	0.14	0
22101140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.64	3.02	0	0	0	0	0	3.02	0	0	0	0	3.02	0	0	0	0	0	2.09	0.14	0
22101150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.64	3.07	0	0	0	0	0	3.07	0	0	0	0	3.07	0	0	0	0	0	0.49	0.14	0
22101200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22101210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22101220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22101300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12	1.12	2.24	0	0	0	0	0	2.24	0.21	0	0	0	2.45	0	0	0	0	5.66	2.93	0.32	0
22101310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12	1.12	2.24	0	0	0	0	0	2.24	0.21	0	0	0	2.45	0	0	0	0	5.66	2.93	0.32	0
22101320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12	1.12	2.29	0	0	0	0	0	2.29	0.21	0	0	0	2.5	0	0	0	0	5.66	1.34	0.32	0
22101400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0.92	2.41	0	0	0	0	0	2.41	0.04	0	0	0	2.45	0.04	0	0	0.04	0	8.39	0.23	0
22101410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0.92	2.41	0	0	0	0	0	2.41	0.04	0	0	0	2.45	0.04	0	0	0.04	0	8.39	0.23	0
22101420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0.92	2.45	0	0	0	0	0	2.45	0.04	0	0	0	2.49	0.04	0	0	0.04	0	6.94	0.23	0
22101500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22101510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	0	0	3.44	0	0	0	0	3.44	0	0	0	0	0	1.45	0	0
22101520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22107000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06	0	0	0	0	3.06	0	0	0	0	3.06	0	0	0	0	0	13.31	0	0
22107010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06	0	0	0	0	3.06	0	0	0	0	3.06	0	0	0	0	0	13.31	0	0
22107020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0	0
22201000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23	0	0	0	0	0	3.23	0	0	0	0	3.23	0	0	0	0	0	7.36	0	0
22201010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23	0	0	0	0	0	3.23	0	0	0	0	3.23	0	0	0	0	0	7.36	0	0
22201020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22201050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0.51	2.52	0	0	0	0	0	2.52	0.04	0	0	0	2.56	0.04	0	0	0.04	0	10.7	0.18	0
22201060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0.51	2.52	0	0	0	0	0	2.52	0.04	0	0	0	2.56	0.04	0	0	0.04	0	10.7	0.18	0
22201070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0.51	2.72	0	0	0	0	0	2.72	0.04	0	0	0	2.76	0.04	0	0	0.04	0	4.62	0.18	0
22201100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23	0	0	0	0	0	3.23	0	0	0	0	3.23	0	0	0	0	0	7.36	0	0
22201110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23	0	0	0	0	0	3.23	0	0	0	0	3.23	0	0	0	0	0	7.36	0	0
22201120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22201200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23	0	0	0	0	0	3.23	0	0	0	0	3.23	0	0	0	0	0	7.36	0	0
22201210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23	0	0	0	0	0	3.23	0	0	0	0	3.23	0	0	0	0	0	7.36	0	0
22201220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22201300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69	0.69	2.83	0	0	0	0	0	2.83	0	0	0	0	2.83	0	0	0	0	0	7.2	0	0
22201310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69	0.69	2.83	0	0	0	0	0	2.83	0	0	0	0	2.83	0	0	0	0	0	7.2	0	0
22201320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69	0.69	3.08	0	0	0	0	0	3.08	0	0	0	0	3.08	0	0	0	0	0	0.25	0	0
22201400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15	1.15	2.16	0	0	0	0	0	2.16	0.21	0	0	0	2.37	0	0	0	0	2.89	7.22	0.32	0
22201410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12	1.12	2.09	0	0	0	0	0	2.09	0.21	0	0	0	2.3	0	0	0	0	5.66	7.13	0.32	0
22201420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12	1.12	2.28	0	0	0	0	0	2.28	0.21	0	0	0	2.49	0	0	0	0	5.66	1.34	0.32	0
22210300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22210310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05	1.05	2.12	0	0	0	0	0	2.12	0.19	0	0	0	2.31	0	0	0	0	10.62	1.26	0.3	0
22210350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22210400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0	0	0
22210450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0.51	2.72	0	0	0	0	0	2.72	0.04	0	0	0	2.76	0.04	0	0	0.04	0	4.62	0.18	0
22300120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35	0	0	0	0	3.35	0	0	0	0	3.35	0	0	0	0	5.07	0	0.26	0
22300130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35	0	0	0	0	3.35	0	0	0	0	3.35	0	0	0	0	5.07	0	0.26	0
22300140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35	0	0	0	0	3.35	0	0	0	0	3.35	0	0	0	0	5.07	0	0.24	0
22300150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0	2.92	0	0	0	0	2.92	0.09	0	0	0	3.01	0	0	0	0	4.11	0.45	0.31	0
22300160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0	2.92	0	0	0	0	2.92	0.09	0	0	0	3.01	0	0	0	0	4.11	0.45	0.31	0
22300170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0.41	0	2.93	0	0	0	0	2.93	0.09	0	0	0	3.02	0	0	0	0	4.12	0.52	0.32	0
22301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18	0	0	0	0	0	3.18	0	0	0	0	3.18	0	0	0	0	0	9.11	0	0
22301110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18	0	0	0	0	0	3.18	0	0	0	0	3.18	0	0	0	0	0	9.11	0	0
22301120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0	0	3.49	0	0	0	0	3.49	0	0	0	0	0	0.18	0	0
22311000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0.25	0
22311010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0.25	0
22311020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0.25	0
22311450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0	0
22311500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0.24	0
22311510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0.24	0
22311520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0.24	0
22321110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83	0	0	0	0	2.83	0	0	0	0	2.83	0	0	0	0	0	19.81	0.26	0
22400100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29	0	0	0	0	0	3.29	0	0	0	0	3.29	0	0	0	0	0	5.87	0	0
22400110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29	0	0	0	0	0	3.29	0	0	0	0	3.29	0	0	0	0	0	5.87	0	0
22400120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48	0	0	0	0	0	3.48	0	0	0	0	3.48	0	0	0	0	0	0.39	0	0
22401000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29	0	0	0	0	0	3.29	0	0	0	0	3.29	0	0	0	0	0	5.87	0	0
22401010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29	0	0	0	0	0	3.29	0	0	0	0	3.29	0	0	0	0	0	5.87	0	0
22401020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48	0	0	0	0	0	3.48	0	0	0	0	3.48	0	0	0	0	0	0.39	0	0
22402510	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	3.34	0	0	0	0	0	3.34	0	0	0	0	3.34	0	0	0	0	0	2.54	0	0
22411000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03	0	0	0	0	0	3.03	0	0	0	0	3.03	0	0	0	0	0	13.24	0	0
22411010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03	0	0	0	0	0	3.03	0	0	0	0	3.03	0	0	0	0	0	13.24	0	0
22411020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33	0	0	0	0	0	3.33	0	0	0	0	3.33	0	0	0	0	0	4.66	0	0
22421000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0	0
22421010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0	0
22421020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0	0
22431000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78	0	0	0	0	2.78	0	0	0	0	2.78	0	0	0	0	0	21.07	0	0
22501010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	3.53	0	0	0	0	0	0	0	0
22600100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52	0	0	0	0	2.52	0	0	0	0	2.52	0	0	0	0	0	28.45	0	0
22600110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11	0	0	0	0	3.11	0	0	0	0	3.11	0	0	0	0	0	11.82	0	0
22600200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52	0	0	0	0	2.52	0	0	0	0	2.52	0	0	0	0	0	28.45	0	0
22600210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26	0	0	0	0	2.26	0	0	0	0	2.26	0	0	0	0	0	35.83	0	0
22601000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52	0	0	0	0	2.52	0	0	0	0	2.52	0	0	0	0	0	28.45	0	0
22601040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52	0	0	0	0	2.52	0	0	0	0	2.52	0	0	0	0	0	28.45	0	0
22602010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26	0	0	0	0	2.26	0	0	0	0	2.26	0	0	0	0	0	35.83	0	0
22621000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.93	0	0
22621100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.93	0	0
22701000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69	0	0	0	0	0	2.69	0	0	0	0	2.69	0	0	0	0	0	22.98	0	0
22701010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69	0	0	0	0	0	2.69	0	0	0	0	2.69	0	0	0	0	0	22.98	0	0
22701020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	3.5	0	0	0	0	3.5	0	0	0	0	0	0	0	0
22701030	0	0	0	0	0	0.04	0	0.04	0	0	0	0	0.04	0	0	0	0	1.87	0	0	0	0	0	1.87	0	0	0	0	1.87	0	0	0	0	0	17.17	2.28	0
22701040	0	0	0	0	0	0.04	0	0.04	0	0	0	0	0.04	0	0	0	0	1.87	0	0	0	0	0	1.87	0	0	0	0	1.87	0	0	0	0	0	17.17	2.28	0
22701050	0	0	0	0	0	0.04	0	0.04	0	0	0	0	0.04	0	0	0	0	2.35	0	0	0	0	0	2.35	0	0	0	0	2.35	0	0	0	0	0	3.46	2.28	0
22704010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.09	0	0
22705010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32	0	0	0	0	0	3.32	0	0	0	0	3.32	0	0	0	0	0	5.04	0	0
22706010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76	1.76	0	0	0	0	3.52	0	0	0	0	3.52	0	0	0	0	0	0	0	0
22707010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24	0	0	0	0	0	3.24	0	0	0	0	3.24	0	0	0	0	0	7.4	0	0
22707020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	3.5	0	0	0	0	3.5	0	0	0	0	0	0.82	0	0
22708010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	3.3	0	0	0	0	3.3	0	0	0	0	0	5.52	0	0
22709010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.3	0	0
22709110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.55	0	0
22810010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65	0	0	0	0	0	2.65	0	0	0	0	2.65	0	0	0	0	0	0	0	0
