Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
BMI	-0.152554410101134	0.279268925248974	-0.0721896715968049	0.0505669709853891	-0.225645940974783	0.239756950802007	-0.325541190271959	0.0766865624272866	0.0170729742169569	-0.0122681229626113	-0.102884384170372	-0.120594543710157	0.0108611996373777	0.129151589740456	-0.134086852267549	-0.162213219754928	-0.255191458151944	0.131885658450012	0.354438099933954	-0.0441996335632154	-0.0787772338930732	-0.0661090673540399	-0.356982126119259	0.337027629392321	0.300861312777636	0.0740665785855208	-0.114572013894954	-0.114990378739944	0	0
F_TOTAL	0.130783246741169	0.116120549369607	0.374001928392604	0.147075268023781	-0.00399351692484354	0.0484221213612519	-0.0408744458870825	-0.0630657036787531	-0.108107894949225	0.250218174074721	0.184890938048458	-0.219196633926321	-0.00508760433406561	-0.165253613956535	-0.117242882069648	0.308484466124299	-0.405599103453927	-0.0185867361281726	0.143483761672752	-0.100407442354914	-0.00408237168319036	0.00375441753215924	0.253397018860583	-0.248969770803371	0.106807184229893	0.140893216887509	0.206665721396994	-0.333768723292657	9.88772760834963e-16	1.01335991418498e-16
F_CITMLB	0.113691060187652	0.0446401762946921	0.347921187733519	-0.0261046393605673	0.124155536048811	-0.180252625018912	0.0570202157525154	0.247306019326258	0.197511518207635	0.0265905402096442	0.217872474070434	0.233306294965652	-0.139417111067526	-0.352462812335421	0.146412147526014	-0.344783918437936	-0.158579910741771	0.0411632310377151	-0.11171074752182	0.0367751921959571	0.206007385745518	-0.173037213810259	-0.36074302536937	0.0793452976989031	0.0170791663668886	0.247840921626916	0.105274806950591	0.0561306087414456	2.03968264612412e-16	6.19872635412961e-18
F_JUICE	0.0647068606048344	0.00747811238696196	0.304854139829728	0.0754068208517454	-0.169100602669144	0.350666360860453	-0.0560446372899055	-0.338024123936373	-0.308815850990607	0.0814333297069988	-0.15909625158919	-0.0886604721677772	-0.0347631202268822	-0.04959419048591	-0.285747550275598	-0.0473588920534055	0.0392914583011124	-0.18443956799748	-0.340483574717405	0.0627352611855602	0.145910925821255	-0.273980394515723	-0.158556745316261	0.0942387138951976	-0.132676613901538	-0.052494041922772	0.0547359902848547	0.310290874106091	1.0311892539295e-16	4.02901270987435e-17
V_TOTAL	0.280164235297691	0.0501514731383163	-0.304922563916512	0.184965324863281	0.0709562695920996	0.179967835605862	0.0275879884268378	0.0883933831058234	-0.0192004566925295	0.087712959864179	0.09396607819425	0.0377637728772517	0.0665769003396114	-0.224367877985304	-0.091248267397636	-0.0539208575653589	0.00829947890007488	-0.0391467161406178	0.0622809576355167	-0.0529066273064092	-0.205437074091622	-0.0613195478728924	-0.0347461735542391	0.0298704583033851	-0.20405693353491	0.0121319358433229	0.0268591130851464	0.00814930801817264	0.390264661923657	-0.640512269319284
V_DRKGR	0.245235726283007	0.00408376931838764	0.0378038749409672	0.333356750625702	0.135182681802669	0.0701185027024509	0.246011866629615	0.124937555753576	0.079498277162112	0.0571471244369085	0.200797747568816	-0.197235238508633	0.132188077748114	0.29318440193532	-0.243971570021542	-0.0211052514740556	0.0861294726588344	0.116290535040725	0.0620952315059972	-0.316541917903531	0.0383874049337747	0.291963312161094	-0.176795057669532	-0.0492334998836464	-0.0624422119197386	0.236524807947409	-0.121069043213977	0.339454500129722	-0.104888934358995	0.172146381487912
V_REDOR_TOTAL	0.237184873935928	0.231093411003843	-0.276152506026949	-0.0151546989934469	-0.00559809432232225	0.0883077287352431	0.172070787560505	-0.0153205065762561	0.021133394810988	-0.123180890493751	-0.183461300876615	-0.0272494276000653	-0.144737707894083	0.0859331649437737	0.136852689211739	0.0159959548195531	-0.18927038314417	-0.0283858786343397	-0.0921138414307421	-0.268363005646683	0.152022123320219	-0.241087174947115	0.0100791961083781	0.155940420591938	-0.496860894426002	0.106098740059714	0.00951513658213228	-0.353474728375491	-0.140477638269472	0.230555465701365
V_REDOR_TOMATO	0.125112286499905	0.275073077360752	-0.286144708140392	-0.0918460718745613	0.0364584076906769	0.145423409387766	0.0270893503639617	-0.153309076361062	-0.116897218620103	0.0142099290483095	-0.24357178087539	0.153178637396751	-0.217975537368983	-0.0479128667374675	0.217029792098888	0.104650844678212	-0.243379052325284	0.261132794597762	-0.0278401035673748	0.156583611022346	0.107043609947795	0.231326092108806	-0.0510490181179651	-0.319509647097195	0.179174676879746	0.19565633598434	0.190713163495844	0.371477925545465	-1.34120114254344e-15	3.31969060403706e-16
V_STARCHY_TOTAL	0.000158846647043936	0.105389941059599	-0.216171263169216	-0.088024628102817	0.227299858844239	0.423206892044136	-0.125557867921985	0.0101489197693998	-0.0157949238608261	0.0813848371198593	0.368245801866262	0.162025113966088	0.322809975427333	-0.327107586875783	-0.037444766043944	-0.00564967835142664	0.16389054654616	0.197018365855261	0.00454392029404101	-0.0259774591237003	-0.010096188492775	-0.109619962445998	0.0918374181366763	0.0563580883593606	0.0428967340848816	-0.202961994692901	0.162555250721639	0.0114372958480415	-0.19930404647896	0.327102860057893
V_STARCHY_OTHER	0.0351841838422043	-0.181932962313856	0.0852844305870163	-0.152234624473904	-0.287736220956891	0.345809754341785	0.349159308001197	-0.0802606169769976	-0.137407764714379	0.00654229550938971	0.0465418904344787	0.142344270854734	0.0666397060554015	-0.0801020505362742	0.163331462052828	-0.450554103953574	-0.189440914175629	-0.15845523904355	0.0424690617231492	-0.114472077207316	-0.00731057720417738	0.411967330963287	0.184456158189308	0.0563090301491091	0.0765324355899842	-0.0243569570853439	-0.134621110047121	-0.123109831913989	-4.60616586289236e-17	-1.78758721574003e-16
