Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39
BMI	0.0559634444729433	-0.0524871184071608	-0.237218729441293	0.260021195058502	-0.0874307992749087	0.0777367839685913	-0.169707594389013	0.059270924981756	-0.124350715228989	0.206647025529526	-0.240134048818397	0.255178783551227	-0.246604797287779	0.264002527587474	0.372013547703036	-0.413042535297472	0.213521047729115	0.0181806909941004	-0.148426986624663	-0.0282797922251142	-0.0112349618954966	-0.140736431486377	-0.0579166482260711	-0.0549310259495117	0.210969763469208	0.0342961647763975	-0.188129903841572	-0.0648381011419284	-0.00898324516427058	-0.0199283938070984	-0.0498280657400751	-0.0728795205691435	-0.0576445712308091	0.0448561436592529	0.0715888648269529	0.0326872680200021	0.0568763962399896	0.0105804362214206	0.016939756408881
PHOS	0.26145975346944	-0.152540764767719	0.110479783625315	-0.095011670631215	-0.0686015835544677	-0.0460179120992857	-0.0346297584018479	0.000788273593397584	-0.155951686731606	0.00451651560669681	0.0767480114108929	-0.0636685824955294	-0.0232411000444184	0.0886942668174489	-0.0330056457141732	0.00334482752397966	-0.162347613000399	-0.0797405794976132	0.120424787417964	0.239644460610226	0.149039795495863	0.0413264177371672	0.15619626020596	0.11629144771282	0.109019207466208	0.154569141074349	-0.21497649036201	-0.383253690967034	-0.465128651790024	-0.0649362820711151	-0.0907147962956139	-0.0552091976329966	-0.0631167326470146	-0.272596410135332	0.117446022077922	-0.304955268628304	0.0563761536581082	0.139456936935784	0.0202029593348173
TFAT	0.282927462904457	-0.082988963436965	-0.0534647477159125	0.099336680165496	-0.137186397825196	0.149742752770362	0.129156615478297	0.07521858397796	0.123575687441113	0.107327817946094	-0.0981501286033119	0.0435072630347052	0.0551265016606006	-0.0838367757158879	-0.102241964600648	-0.0215607047690863	0.00527468889235946	-0.0798059986681624	0.00130786131586093	0.0161403823669183	0.0890135856112805	-0.0246172559031983	-0.0324016692276623	0.0171811733553401	-0.00554562112211576	-0.108450219168009	0.0890171673284234	0.151143653374115	-0.0464528072252721	0.0846174682978987	0.0534317937895945	0.00868886173708244	-0.064940980584553	-0.14321811651236	-0.314606442024597	-0.219978735947162	0.48837336628928	-0.526867234747027	0.133854878125078
CARB	0.16718313623668	0.0952448563095262	-0.260545234477887	0.161637893853327	0.113588778345554	-0.0770615304115751	0.0909974515613485	0.192119237467713	0.130849169992999	-0.0916371876127478	0.00674555530723561	0.0518617982049268	0.0175080699394318	0.268400691175678	0.0660662831653656	0.151266179590315	-0.334556638842545	-0.16276219131175	0.0347410021492301	-0.0074894532380304	-0.270985652077532	-0.0626194348975245	0.133662461901807	-0.0588067037986779	0.164918726172717	-0.142451391055926	0.247970953773477	-0.247982181558766	-0.163208986373051	0.110827651740008	0.0812992198110284	0.296489324499421	-0.221964693957444	0.142524721302949	-0.0889992594349887	0.135104871885022	-0.170416040645652	-0.0878613476338629	-0.0479773813587382
ALC	0.137667880744529	-0.159416671488763	-0.252586817570737	0.097434752847852	0.0555581182371592	-0.0972157943813302	-0.0771320272414498	0.00320197854047105	-0.0830253743156557	0.0403693245162659	0.0532545672885896	0.236454413843217	-0.0954768548059652	0.0421629846763775	0.0543961167527225	0.516897379194512	0.261398370905147	0.233762876896071	0.264894176127645	0.172829547872441	0.194422164910679	-0.0718859112142145	0.0242364966028751	-0.180053018702586	-0.27269943790314	-0.0479910751176339	-0.191284924566498	0.0725216693811862	-0.0733749973706263	0.0273535693644516	0.183596223028965	-0.0871877653596274	-0.0365494576178713	0.0317893121215378	-0.0688149685642157	0.0468982091446128	-0.17800820078329	-0.0923282450515495	-0.0331536556351555
CAFF	0.154359486112929	-0.0665212926329016	-0.253944418451762	0.168234109618721	0.0484628373542252	-0.0500789938875792	-0.0538729672450291	-0.295590448022879	-0.0488390455736955	-0.114728405392856	-0.0842653548691482	0.233872686254788	0.276827035455435	0.0147444036843487	-0.224602493621689	0.204737965562876	-0.141936126455961	0.0927776797342518	-0.349428606713493	-0.158616995516885	-0.14884515770572	0.0778745972661563	-0.193246576958816	0.0159416316868351	0.114580240127698	0.262274178018628	-0.0779910181520916	-0.22406645657495	0.149461970365248	0.0286964396487316	0.0678350582448117	-0.103449311178383	0.314873310110933	-0.0642395885515089	-0.0350189636220912	-0.0931870501639393	0.0504616234390352	0.0487498189035808	0.0256731791877828
THEO	0.183064034866337	-0.0930042139615649	-0.197552766815434	0.113412641542316	0.0580831515962549	-0.0127244705095653	0.232705059774126	0.177256093616643	0.194029585166571	-0.0895938287094424	0.0877639883046057	-0.326938468298098	-0.256268040947821	0.224197231875288	-0.0771749654421241	-0.0871086998789367	-0.112571628287363	-0.227432585438653	-0.0641083030529971	-0.00973126265192427	0.0350931583056459	0.37678946118214	-0.178351196318236	0.0810369724745279	-0.213360279343919	0.0364453274408492	-0.307786455189039	0.0947756060783403	0.123403768387614	-0.0172232287027295	0.107468544813272	-0.255380487365064	0.025355707102315	-0.0267138237483908	0.0865772380277995	0.154160968407297	-0.0365195912597333	0.00859782613033735	-0.00533296482853261
FF	0.131165785471753	0.285173713320249	0.0896917554999471	-0.0915982488191416	-0.0740590254466393	-0.146234019313807	0.0347356101075109	0.0751753927117835	0.113506999208614	0.0818791385913545	0.105487028973188	-0.0773060249593233	-0.0706039743876438	-0.139026664434407	-0.0270715645138828	0.0536053381012159	0.154804065625931	0.198653394710725	-0.0530983330113554	-0.165811654211454	-0.0408466974225127	0.216872468581232	-0.258999414269685	-0.412043421191594	0.281176663946189	-0.119950706698507	-0.0630961545509985	-0.244792210342658	0.0302915606984779	-0.246538494064977	-0.0828003082083791	-0.19057791337021	-0.282458519740998	-0.032312032319353	-0.204262613508736	-0.10816172188304	-0.100829462893829	-0.0180544815462219	-0.0206402680659152
CALC	0.213423267804634	-0.0524077217570146	-0.167806106843452	-0.210473407477557	-0.125758039099084	0.00821720048676447	-0.0202827215552904	-0.0763862273100789	0.00905177185519523	-0.151831021172281	0.263724871665206	-0.105823628673512	0.0837393915405117	-0.0793914641810095	0.390864769710441	-0.102859914027685	-0.106579806767183	0.267005991885594	-0.266868351067381	-0.202386443881422	0.102931321474647	-0.0668956656114419	0.130044452444763	0.209418522377512	-0.215959466311951	-0.30503156804762	-0.108619685900988	-0.0884875950733224	0.0317848834091006	-0.272298558096886	0.0709529775952691	0.177497298200598	0.0962666403484538	0.0885141085748876	-0.0195346493630927	-0.0831864735689006	-0.042291588436906	-0.0927625028318081	-0.00947988163150535
IRON	0.179530649534826	0.145515709756953	-0.0519074551636504	-0.132922521267048	0.301497481947068	-0.23949689533619	-0.138774191387046	0.107890043829842	0.173805981883174	-0.0247685934024641	0.00148756387741741	0.24514039789299	-0.0349434895504683	0.0597540353270702	0.0224169675019353	-0.0675101045129738	-0.130327666390315	-0.13320868707652	0.103910801711944	0.0183907090569045	-0.126595346208104	-0.172250928593898	-0.0173991111395477	-0.149937093400089	-0.147046505978437	0.156103245444564	0.0122071983998321	0.299847579049871	0.167055782400299	-0.435089628007831	-0.0550395043986867	0.138324404601622	0.00441401235918071	-0.286479282447987	0.146847271095207	-0.194407558624136	0.102181108431087	0.0680546652391574	0.00379619002415954
