Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15
POTA	-0.142444398137973	-0.144193117355074	0.226333354262247	0.0183981264101784	0.368478053880916	-0.0666007991695043	-0.277091345812652	0.275424460910424	0.165811394005789	-0.0556218386791195	0.0216713950752801	-0.180645181974538	0.168046158767022	0.0567644617079283	-0.134612652321515
SODI	0.188335009688094	-0.116395330616331	0.0518629032272293	-0.392401454687708	-0.084420012264808	0.170624227648027	-0.217739553225095	0.044967769036292	-0.137338502379632	-0.00916460854584612	-0.057981474943885	-0.209287905139923	0.0832319825310002	0.173871952985138	-0.107187961595012
ZINC	0.217652401749563	-0.193326550072219	0.0530081466042322	0.283754996715632	-0.127005301050217	-0.123569955567441	0.161653071387761	0.144383426801886	-0.160554416344494	-0.020006618895258	0.0699082187293183	-0.0405317525788513	-0.0394144189919293	-0.140189346262783	-0.0212139474834041
COPP	-0.250287069480434	-0.0523282001524543	0.120976175593361	-0.262266729840526	0.084062536102876	0.252749694727203	-0.0747929123361319	-0.275167438164863	-0.129766652539154	-0.0979794751553781	-0.00202778058738818	0.414730032973279	0.0831770809419067	-0.175897479207653	0.239610311532718
SELE	0.237328714991243	-0.120656390321511	0.227921394044139	-0.212645400698395	-0.0324545145030766	0.121284829131125	0.0855296789957988	-0.0718052962648445	-0.077143071812211	-0.313065365520004	-0.147037906916656	-0.090380766057449	-0.0416019446248475	0.115763787413664	-0.259989041184738
VB1	-0.0879479734518277	-0.217697573529928	-0.182247524077728	-0.039717133632671	0.260301732909212	-0.0660848757855387	-0.398919873011564	0.34060786949309	0.0429478979618337	-0.348838319035577	0.164939301878711	0.129154693167064	-0.0297254479484726	-0.202691872130695	-0.187628792457262
NIAC	0.206530557363691	-0.209671644322209	0.124690651404691	-0.23954679581502	0.100061082323178	-0.187867681719373	0.00838529044752359	-0.231823826098228	-0.0316024124343304	-0.103479384006478	-0.222216835148238	-0.0297051363815089	-0.125690765177833	-0.0456774142631354	0.0221255649517922
VB6	-0.116215138165475	-0.110512018652087	0.313576508065108	-0.0866278463279569	0.0836362589843062	-0.47312725886012	0.207465301860211	0.11032929354721	0.177579006099994	-0.136112467701253	0.0877802031478483	0.11483293390866	0.169194286251506	0.0209785642947382	0.415032823163877
FDFE	-0.225832706221053	-0.236268044706816	-0.00726133118780041	-0.114819617213043	-0.257412443317091	-0.133273435276928	-0.0902126558051009	-0.0579296851523098	0.08899802675237	-0.0577320986090388	-0.0160949090762821	-0.0550204726739474	-0.149450799950479	-0.00384830720311552	-0.0233342913751752
VARA	-0.22422812435104	-0.130468049023802	0.199611638827908	0.165979589048175	-0.284139702985352	-0.055667570007367	0.0136844601787055	0.0801947940651492	-0.163502102866315	0.0349512424098543	-0.234289207933593	-0.099142268006994	-0.0144928742363123	-0.000903688589991981	0.107336055413694
RET	0.0906584533222096	-0.146137960052661	0.0595422612880183	0.395770492522357	-0.218213920467056	-0.0483469520358605	-0.329885224808054	-0.126571829806265	-0.202753963212338	0.0396133134102463	-0.127212681874852	0.210006420721437	-0.0638529985165878	0.0424723619478019	-0.0216258024650314
BCAR	-0.299741515547518	-0.00926376073646311	0.153579018752607	-0.119853363739264	-0.113908383399538	-0.0100698393547238	0.270978501701206	0.179703040576841	0.0208797875963034	-0.0167077546816257	-0.173200883610181	-0.175678099052522	-0.00356883408856442	-0.045079785596268	-0.363538355399642
CRYP	-0.143811320906912	0.0972910854979026	-0.123469327611249	0.16624051622292	0.426341019327352	0.0734140124887804	-0.060038460928179	-0.284417339132377	0.100286803949892	-0.0846439355209017	-0.557619871921253	-0.187852251471079	-0.0729809075225478	0.246353867129441	0.0687878180075029
LYCO	-0.15743823643086	-0.221956303928985	-0.166820733126583	-0.0602849566682932	0.0727861913182705	0.107235439193702	0.272960373803099	0.394221618969579	-0.0247680815780398	0.232646894889199	-0.377074901565365	0.511029868449175	-0.060814097166241	0.100031655429454	-0.172614034292494
LZ	-0.214211355354031	0.119549322776223	0.27198516828927	0.168007572982329	-0.0302134032890936	-0.0258218174722073	0.0599336959793012	-0.336023077142856	0.208250728643779	0.0219311139055307	0.153031914725165	0.0777100175805441	0.272567742420924	-0.0502625553196042	-0.476246103515051
ATOC	-0.23234961236198	-0.203475117005225	0.13218650338627	-0.0255794762109958	0.152470618869279	0.119820716511172	0.0880516087499546	0.103986973505256	-0.146011606279094	0.372359971761827	0.131161159834445	-0.462153681240435	-0.219905009289726	-0.00442370104081222	0.178914142103723
VITD	0.172881222051639	0.0375125613649576	0.342714819460174	-0.0425976000412036	0.138239204322338	-0.114872357365177	-0.0858808136693689	-0.0876844577746462	0.317418973200878	0.299328027982841	-0.178466301822814	0.107057893587227	-0.40371108794906	-0.478424181669266	-0.0786477178556141
M221	0.176681813009922	0.12650640519759	-0.0528524001141712	-0.343913982197388	-0.111831747663271	-0.11633433320378	-0.240467169328348	0.0742406940213454	0.296334457515336	0.444597790049346	0.0184224443653408	0.109989862688079	0.0813221311770823	0.296838637480412	0.0574110015737185
PFAT	-0.0292788223530782	-0.30951418932508	0.175269803291295	-0.0763711717485334	0.122269815407901	0.0496945850668369	-0.154264802584214	-0.14612990962296	-0.393922040612454	0.308002528916912	0.157634603656458	0.0731434153926834	0.100494295053683	0.0236743216509315	-0.0341585937193864
