PC	var_explained
1	0.12084
2	0.0827
3	0.07754
4	0.06717
5	0.05192
6	0.04646
7	0.04477
8	0.04323
9	0.03906
10	0.03557
11	0.03389
12	0.03341
13	0.03198
14	0.03059
15	0.02873
16	0.02703
17	0.0255
18	0.02361
19	0.02246
20	0.02028
21	0.01903
22	0.01868
23	0.01677
24	0.01431
25	0.01257
26	0.01051
27	0.00942
28	0.00684
29	0.00511
30	0
31	0
