FoodID	taxonomy	Main.food.description
41101000.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;Beans_dry_cooked_NS_as_to_type_and_as_to_fat_added_in_cooking	Beans dry cooked NS as to type and as to fat added in cooking
41101010.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;Beans_dry_cooked_NS_as_to_type_fat_added_in_cooking	Beans dry cooked NS as to type fat added in cooking
41101020.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;Beans_dry_cooked_NS_as_to_type_fat_not_added_in_cooking	Beans dry cooked NS as to type fat not added in cooking
41101060.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;Beans_canned_drained_NS_as_to_type_fat_added_in_cooking	Beans canned drained NS as to type fat added in cooking
41101100.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;White_beans_dry_cooked_NS_as_to_fat_added_in_cooking	White beans dry cooked NS as to fat added in cooking
41101111.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;White_beans_dry_cooked_made_with_oil	White beans dry cooked made with oil
41101120.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;White_beans_dry_cooked_fat_not_added_in_cooking	White beans dry cooked fat not added in cooking
41101150.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;White_beans_canned_drained_made_with_oil	White beans canned drained made with oil
41102000.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;Black_brown_or_Bayo_beans_dry_cooked_NS_as_to_fat_added_in_cooking	Black brown or Bayo beans dry cooked NS as to fat added in cooking
41102010.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;Black_brown_or_Bayo_beans_dry_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Black brown or Bayo beans dry cooked fat added in cooking NS as to type of fat
41102011.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;Black_brown_or_Bayo_beans_dry_cooked_made_with_oil	Black brown or Bayo beans dry cooked made with oil
41102012.0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans;Black_brown_or_Bayo_beans_dry_cooked_made_with_animal_fat_or_meat_drippings	Black brown or Bayo beans dry cooked made with animal fat or meat drippings
