	BMXBMI	F_CITMLB	F_OTHER	F_JUICE	F_TOTAL	V_DRKGR	V_REDOR_TOMATO	V_REDOR_OTHER	V_REDOR_TOTAL	V_STARCHY_POTATO	V_STARCHY_OTHER	V_STARCHY_TOTAL	V_OTHER	V_TOTAL	V_LEGUMES	G_WHOLE	G_REFINED	G_TOTAL	PF_MEAT	PF_CUREDMEAT	PF_ORGAN	PF_POULT	PF_SEAFD_HI	PF_SEAFD_LOW	PF_MPS_TOTAL	PF_EGGS	PF_SOY	PF_NUTSDS	PF_LEGUMES	PF_TOTAL	D_MILK	D_YOGURT	D_CHEESE	D_TOTAL	OILS	SOLID_FATS	ADD_SUGARS	A_DRINKS
BMXBMI	1	-0.0512160545900101	-0.0340952716199612	-0.0471039226387111	-0.0647772404270065	-0.0756883380514848	-0.0538570853296455	0.0315391614768328	-0.0323828989402326	0.00919654837051503	-0.0519640886365001	-0.0144695589314504	-0.0127051793572927	-0.0500198065227858	0.0154251169630765	0.00313329563503796	0.130142673723183	0.12976711393302	0.16432045396142	0.10021745266346	0.0410841504462482	0.054654728153247	-0.148289813166075	0.0169301442333262	0.144997905008549	0.0298145452234896	-0.0826264722502149	0.0423562942535518	0.0152989900190076	0.143091666430671	0.0156180056412299	0.0075802294921983	0.0322476455896875	0.0343824158087262	0.064405612934378	0.118994086533892	0.101586045327092	-0.197862772709786
F_CITMLB	-0.0512160545900101	1	0.332288791763333	-0.0556883243490832	0.624236985252808	0.0440189639249565	-0.0264880886534782	0.107850848226697	0.0267995579672935	-0.0149132703311138	0.031149091871512	0.000436638883627517	0.256142677128913	0.149191492154279	-0.0136835466493799	0.090243291831483	0.122144566082716	0.156837748375375	0.0127868832739876	-0.105129862443745	0.0104481447403519	0.0263641478755797	0.219644495201181	0.0618867927780561	0.0707710690364695	-0.0187354920143745	-0.00172053119933007	0.10010233777444	-0.0141145219893958	0.0976176874030947	0.0798370985991177	0.0944626535152537	0.0276351493065644	0.102117503591586	0.130319847462939	-0.0432237084675123	0.0274533161175722	-0.116745019405444
F_OTHER	-0.0340952716199612	0.332288791763333	1	0.0291843852959373	0.825102110610074	0.224277979563179	-0.0149750298193142	0.0991851485828125	0.0328320217190401	-0.148806833837985	0.0104831941406473	-0.125842504688935	0.117955362060147	0.0692975968629951	0.016946369706197	0.310419924982675	-0.127959869136228	-0.00174276834494757	-0.135219166116254	-0.0403889912433312	-0.0568498972536905	0.112990110045951	0.247138301149623	0.110152691842376	0.100210101916482	0.000987062600335091	0.00834122247567712	0.214012709194345	0.0166360003999934	0.174140659406459	0.145867463038911	0.1494076851585	-0.00979762958767105	0.145314210138442	0.0908154228020864	-0.0450278498114787	-0.0106364244448701	-0.116843119889159
F_JUICE	-0.0471039226387111	-0.0556883243490832	0.0291843852959373	1	0.423113342567974	0.0329360477505579	0.000760775218549323	0.117184881577293	0.0548860712890803	0.0186760153584679	0.0159743841057186	0.0232895593468023	-0.135465479804118	-0.0223695688365089	0.0642958420712576	0.113277291652258	-0.0969319884713	-0.0502428084208754	-0.0817896372753912	0.0520843267110876	-0.0571353129197794	-0.0518546974512175	-0.00135031556906686	0.0314596418095728	-0.0434364093413034	-0.0312553722917686	-0.00291887083748429	0.0871682033033296	0.0632496025562197	-0.00717694518309422	0.0424139251192036	-0.0134692428072355	-0.0575024330032918	0.0146222497083835	-0.016250239860869	-0.0384971377861977	-0.0251580769777344	0.0564237608819168
F_TOTAL	-0.0647772404270065	0.624236985252808	0.825102110610074	0.423113342567974	1	0.183363342586757	-0.0209850111300612	0.162483369425823	0.0568785229213202	-0.0982738440281112	0.0270984650825061	-0.0743614488428144	0.13017037622421	0.100366905063609	0.0330300919945982	0.295164140112678	-0.0754240781304261	0.0440095798998886	-0.120297318703797	-0.0495405293764321	-0.0581388877975645	0.0649173727185916	0.258691914156569	0.11369652755616	0.0788015834273313	-0.0206498957966315	0.00362267771313532	0.2234683247375	0.0321916369147825	0.155338425461518	0.149983677280642	0.134703126944945	-0.0193998967179976	0.147207386661553	0.109410096713227	-0.065045115542778	-0.00622348410647426	-0.103956688976381
V_DRKGR	-0.0756883380514848	0.0440189639249565	0.224277979563179	0.0329360477505579	0.183363342586757	1	0.0945690614119889	0.238176323215249	0.192693313647714	-0.14958331435168	0.0269242589435233	-0.119395255444743	0.235040407149542	0.431677243713279	0.0449442417257675	0.202095585307599	-0.106109001106827	-0.0236505253106843	-0.0482627794648579	-0.096722083676074	0.0272710453857733	-0.0199207709843133	0.0673853891124424	0.121727502866628	-0.00158358727594194	-0.0361214859621916	0.0450248559200058	0.0525559435934369	0.044395328251522	0.0150039011279325	-0.0397802603583342	0.189988579795597	-0.0404173401218539	-0.0167035394791843	0.0367025225638657	-0.0486833146446731	-0.0766764679277521	-0.0121059135378979
V_REDOR_TOMATO	-0.0538570853296455	-0.0264880886534782	-0.0149750298193142	0.000760775218549323	-0.0209850111300612	0.0945690614119889	1	0.0310910592312423	0.886626978663717	0.101862611898378	-0.0943056371576169	0.0483699910326846	0.128113904349751	0.45084382431954	0.141799136046479	0.0105786038218298	0.190793942235661	0.19264593335918	0.143271139972565	0.0251473187001117	-0.0507352330583894	-0.100902918747891	0.0349485313806165	-0.0651751518132607	0.00331441460640294	0.0939670739456163	-0.0696642446474848	-0.0317188554394603	0.141003984179289	0.0057299918243348	0.13726239011595	-0.0126781968409169	0.19329336315056	0.214203016250148	0.145702551157647	0.222412889038616	0.0487398976327878	0.014351132138504
V_REDOR_OTHER	0.0315391614768328	0.107850848226697	0.0991851485828125	0.117184881577293	0.162483369425823	0.238176323215249	0.0310910592312423	1	0.489827830037686	-0.0586339151649426	0.090452482943414	-0.0121626661790874	0.317535657608832	0.405838511331496	-0.0269219690585936	0.187729385610981	0.0410406625283725	0.11588535137429	-0.0356944440155011	0.0290378263397798	0.0308024778040192	0.0762525324706601	0.133354326368719	0.0433597207063823	0.10321917726846	-0.0477301237604951	0.0232069559766271	0.0810809171476273	-0.026591921716963	0.112454000692783	0.0186444295115229	0.0990925498293738	0.0252042334478533	0.0566325557718153	0.19286605811081	0.0873248271564683	0.0218952012856624	-0.0789154102269979
V_REDOR_TOTAL	-0.0323828989402326	0.0267995579672935	0.0328320217190401	0.0548860712890803	0.0568785229213202	0.192693313647714	0.886626978663717	0.489827830037686	1	0.0617182963955593	-0.0404040584992925	0.0365625086024065	0.258672769860381	0.581029514910149	0.111225965761321	0.0960911551406286	0.185408155078718	0.221654843880892	0.108450805175983	0.0353705808574308	-0.0300007619259485	-0.0527289211145249	0.092187776008214	-0.0367855006679216	0.0506514037215097	0.0598767672569395	-0.0500259352536747	0.00985038303919651	0.110685117661535	0.0570314042252179	0.128352810425102	0.0347925670382092	0.180260594871686	0.213041014465856	0.216328568484049	0.234403589314003	0.052644035926304	-0.0239972216743207
V_STARCHY_POTATO	0.00919654837051503	-0.0149132703311138	-0.148806833837985	0.0186760153584679	-0.0982738440281112	-0.14958331435168	0.101862611898378	-0.0586339151649426	0.0617182963955593	1	0.0583077413280492	0.901495920243257	0.0462435909279685	0.504347753247298	-0.0448491153554363	-0.115664478684504	-0.0520893664213817	-0.0978665417848672	0.21768867185268	0.174754082335608	0.0920066689670285	-0.0742735405300773	0.0947114619763469	-0.106874729253061	0.133796176404154	0.0840050725104716	-0.0847128615329173	-0.109322976497809	-0.0446352608806623	0.0816360145319209	-0.0216508831670038	-0.115752161604006	-0.0253601009448712	-0.052805118146745	0.197133679483293	0.180618538756005	0.121018152669442	0.171987071212728
